"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)","('job_Id',)","('company_Id',)"
运营经理,0.8-1万/月,9000,四川鼎晟资产管理有限责任公司,民营公司,10000人以上,成都市武侯区航空路7号华尔兹广场A座4楼,8353,2203,公共交通,1人 | 本科 | 5-7年工作经验,2017-04-14,"
						岗位职责：
1、参与营运相关的制度编制和流程拟定，确保经营管理的规范有序；
2、负责分子公司市场调研提纲、台账等文件模板的拟订，确保分/子公司经营管理规范、有序；
3、通过分子公司对经营分析报告，市场调研报告，促销活动报告的收集、整理、分析，编写分子公司经营指导意见、资产公司经营分析报告、市场分析报告，供上级单位决策；
4、通过不定期对分子公司监督，确保营运合规、有序；
5、参与对分子公司经营预算编制的指导，确保指标合理；
6、参与商业信息化建设，以提升公司经营管理效率；
7、完成领导交办的其他事宜。
任职要求：
1.本科及以上学历，男女不限；
2.有5年以",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85329077,85329077,3565456
品牌专员,4-8千/月,6000,高新区博恩家具经营部,民营公司,1000-5000人,成都各个家居商场均有,5212,2080,公共交通,5人 | 本科 | 工作经验不限 | 英语 良好,2017-04-13,"
						品牌五星级店面陈设                     

新人专业培训                                

设计销售及服务专业指导                

线上店面营销管理                   

任职资格：26-35岁，本科以上学历，英语6级以上
工作时间：一年以上工作经验

常住地：东莞，适应长期出差						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85927657,85927657,4050454
房地产营销策划部经理（前期顾问）,0.8-1万/月,9000,北京金网络联行地产顾问有限公司成都分公司,民营公司,150-500人,锦江区东门大桥时代1号2001,1309,1349,公共交通,1人 | 学历不限 | 3-4年工作经验,2017-04-14,"
						岗位职责：
1、能够通过各种渠道广泛收集、拓展新客户渠道，建立开发商人脉；
2、掌握本市房产楼盘项目地图及市场信息（竞争对手、开发商、项目信息）搜集；
3、组建人才梯队，进行市场拓展部门团队的整合管理；
4、熟练掌握本公司产品和资源情况，接洽开发商，熟悉项目运营。阐述公司运作模式，达成合作；
5、带领团队完成公司下达的相关任务和指标；
6、制定产品销售方案，指导下属完成开发商客户的拜访，并跟进大客户的跟进。
任职资格：

1、年龄在28岁以上，建筑或房地产相关专业优先，具有同等职务工作经历三年以上经验。有较丰富的客户资源。
2、熟悉市场及业务操作流程，有地产项目的市场拓展和商务",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87705496,87705496,3396766
电商运营主管,0.8-1万/月,9000,美莱医学美容医院有限公司,民营公司,150-500人,四川省成都市青羊区青华路31号,7695,2287,公共交通,若干人 | 学历不限 | 工作经验不限,2017-04-13,"
						岗位职责：
1、根据公司经营战略，负责电子商务平台的规划、搭建，确定运营方案，制定中、长期发展规划；
2、负责搜集并分析用户行为、需求，了解竞争对手动向，并进行运营方案改造，及时向产品研发部门反馈信息，根据市场推广策略调整运营方式方法。
3、负责公司电商板块业务工作，完成电商团队业绩目标。
任职要求：
1、3年以上电商业务团队管理经验，精通C2C、B2C业务流程。
2、熟悉电商转化逻辑，熟悉爆款，拼团，秒杀等营销模块，品类场景等各主题模块的策划和管理。
3、熟悉移动互联网行业，了解移动互联网的商业模式和用户行为习惯及用户需求，理解产品商业价值和用户价值。
4、具",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84328106,84328106,2412467
产品运营经理（采购经理）,0.8-1万/月,9000,成都树人企业管理服务有限公司,民营公司,500-1000人,成都市青羊区提督街88号四川建行大厦,2009,972,公共交通,1人 | 大专 | 3-4年工作经验,2017-04-13,"
						职位类别：商超运营经理、产品经理、采购经理、
1、	负责为公司引进新产品（生态环保、健康、无添加）的特色商品，、对供应商（厂商）进行考察、洽谈，在洽谈过程中为公司争取利益最大化和活动支持等等
2、	按照公司销售价格体系，严格监控公司产品在店内的零售价格及促销价格
3、	联合厂商和电信公司开展大型促销活动，订货会等活动
4、	新产品广宣材料、VI的制定，产品特点介绍
5、	与商超负责人配合将新产品引入到各个分店、加盟店、厅店进行销售、并协调物料开展促销活动
6、	能熟练的制作产品方案、考察报告等文件

任职要求：
1、5年以上同岗位工作经验，了解一定线上线下商超市场运作，以及经营",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78519702,78519702,3913916
房地产/营销策划部经理（前期顾问）,0.8-1万/月,9000,北京金网络联行地产顾问有限公司成都分公司,民营公司,150-500人,锦江区东门大桥时代1号2001,1309,1349,公共交通,若干人 | 学历不限 | 3-4年工作经验,2017-04-14,"
						岗位职责：

1、负责项目策划整体工作，并管理项目策划线人员；

2、负责项目各种重要策划方案的拟写和提报；

3、负责与项目前期顾问，项目打标，营销策划等相关工作；

4、参与公司交办的培训带教、专题调研、项目提案等其它策划工作。
任职要求：
1、大学专科或以上学历，房地产或市场营销相关专业优先；
2、三年以上同行业工作经验，一年以上同岗位工作经验，具备定位方案、营销方案、推广策略方案等文案写作及提案能力；
3、熟悉房地产市场和政策法规，具有房地产策划、营销、推广、渠道、活动等房地产相关专业知识，熟悉项目各销售阶段的策划工作流程；
4、具有较强的营销策划理念和创新精神、沟通协",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79577155,79577155,3396766
品牌及市场主任（VIP活动）,6-8千/月,7000,九龙仓中国置业有限公司 WHARF CHINA ESTATES LIMITED,外资（非欧美）,500-1000人,成都市红星路三段1号成都国际金融中心1号写字楼9楼,1491,1034,公共交通,1人 | 本科 | 3-4年工作经验 | 英语 良好,2017-04-13,"
						岗位职责:
1. 负责VIP会员活动的组织策划及现场执行；
2. 对VIP会员活动进行效果分析，完成会员活动的结果反馈；
3. 负责租户品牌推广与维护工作；
4. 协助拓展VIP会员权益拓展及运营管理；
5. 协助拓展异业合作；
6. 完成上级交代的其他工作。

任职要求:
1. 大学本科以上学历；
2. 3年以上品牌及市场工作经验或4A广告公司客户经理经验；
3. 具有一定艺术和文学修养，思维活跃、善于创新，市场敏感度高；
4. 在当地拥有广泛的供应商和合作伙伴资源；
5. 思路清晰，具有良好的沟通协调能力及团队合作精神。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86715285,86715285,2656879
运营总监,0.8-1.2万/月,10000,成都树人企业管理服务有限公司,民营公司,500-1000人,成都市青羊区提督街88号四川建行大厦,2009,972,公共交通,1人 | 学历不限 | 工作经验不限 | 普通话 ,2017-04-13,"
						要求：
1、本科以上，营销、广告、传播或其他相关专业毕业；
2、熟悉互联网新媒体，成功运营微信公众帐号至少一年以上；
3、对订阅号、服务号的开发、日常运营、推广均有深入了解，并有成功案例；
4、能够独立设计产品方案及运营方案，策划并制定微信线上活动方案；
5、跟踪微信平台运营效果，分析数据并反馈，总结经验，运营手段提升用户活跃度；
6、紧跟微信发展趋势，广泛关注标杆性公众号，积极探索微信运营模式。
7、对微信运营有自己独立的见解。
职责：
1.微信营销项目方案的策划、创意、执行、运营； 提高公司经营产品信息的传播量，提高产品在目标客户群中的知名度；
2.管理",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87074221,87074221,3913916
策划经理,0.8-1万/月,9000,四川奥思特边坡防护工程有限公司,民营公司,150-500人,四川省成都市高新区府城大道中段88号中航城市广场A801室,10779,2472,公共交通,1人 | 本科 | 10年以上工作经验,2017-04-14,"
						岗位职责：
1.本科以上学历，市场营销、电子商务、广告新闻、计算机等专业，五年以上市场营销、策划类工作经验；
2.拥有资深的营销策划及实战经验，熟悉营销环节包括调研、数据分析、公关、广告等推广；
3.具备策划思考能力，能够对产品宣传资料推广提供策略输出；
职位描述
1.公司的品牌公关和推广（网络、媒体、渠道等推广）工作；
2.产品的营销方案、推广方案的策划；
3.产品宣传资料文案策划、产品说明书、产品用户手册、产品解决方案等各类产品文档的写作；
4.进行产品市场调研，重要客户的回访跟进，根据客户的反馈意见调整营销方案。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85064168,85064168,2924478
运营管理经理,0.8-1万/月,9000,成都广药新汇源医药有限公司,民营公司,150-500人,成都市金牛区抚琴西路215号三层1号,8488,1942,公共交通,若干人 | 本科 | 5-7年工作经验,2017-04-14,"
						岗位职责：
1、牵头组织制定、完善公司运营管理制度、运营管理标准及流程体系。
2、牵头对公司运作流程，进行管理、协调、监督，提升整体运营效率。
 3、牵头根据公司年度财务预算，组织拟定各部门年度经营计划指标和运营指标，提交公司经营层。
4、负责督促各部门年度经营计划指标进度及达成情况。
5、组织对各部门的绩效考核工作。
6、组织季度运营分析，分析和研究公司经营状况。
7、负责制定运营管理部年度工作计划,并组织实施，加强对部门内部管理，制订、修订运营管理部的工作程序和工作制度，并监控实施。

任职要求：
1、有医药行业财务、审计类相关管理工作经验。
2、会计、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=88171330,88171330,2876792
产品运营转java工程师-高薪培养,6-8千/月,7000,成都寰宇思创科技有限公司,上市公司,500-1000人,青羊区顺城大街富力中心A座8楼820,2705,1458,公共交通,5人 | 大专 | 无工作经验,2017-04-14,"
						1. 仅限在成都或者近期会来成都，否则请勿投；
2. 已参加过系统培训或者不需要提供培训者勿投；
3. 欢迎应届大学毕业生，有工作经验想转行人士也可以参加；

岗位要求：
1、可接受转行求职人员，中专及以上学历，学习能力强的可放宽条件；
2、具有较强的逻辑思维能力，做事耐心并具备严谨细致的工作态度；
3、乐于沟通，具备团队合作精神，有良好的语言组织和表达能力及应变能力；
4、具有强烈责任感，对待工作认真、负责；
5、有无经验亦可，前期老带新，要求能吃苦耐劳，协助做辅助性工作。
福利待遇：
1、富有竞争力的薪酬水平和其他福利津贴，转正后薪资5000-7000+",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=88149511,88149511,4369059
商品运营经理,6-8千/月,7000,成都掌上食材科技有限公司,民营公司,150-500人,成都市武侯区人南立交商鼎国际1号楼B座1204,8205,2085,公共交通,1人 | 大专 | 3-4年工作经验,2017-04-14,"
						招聘职位：商品运营经理
岗位职责：

1、制定公司商品运营业务流程，策划推进商品运营计划，进行市场跟踪和策略调整；
2、制定公司商品运营指标、年度发展计划，推动并确保营业指标的顺利完成；
3、协调各部门的工作，通过数据分析向其它部门提供优化建议；
4、建设和发展优秀的运营队伍；



岗位要求:
1、2年或以上电子商务运营经验，对电子商务或生鲜行业市场情况和买家需求有一定了解。
2、对商品策略管理有框架性理解；熟悉生鲜或商超商品运营战略规划、运营模式，有深厚的理论功底和丰富的运作经验；
3、进行跨团队合作经历，有主动发起和推进项目的能力；
4、具备较强的逻辑思维能力、学习创新能",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80747655,80747655,4044162
网络策划专员,6-8千/月,7000,生活家（北京）家居装饰有限公司,民营公司,1000-5000人,四川省成都市锦江区东大街芷泉段68号时代8号大厦29楼10号（集团总部）,1303,191,的士,1人 | 大专 | 3-4年工作经验,2017-04-14,"
						工作职责：
1、负责公司产品、品牌、创意、推广、项目等文案专题的创意和撰写；
2、负责公司线上线下活动策划文案撰写；
3、负责网络推广（软文、新闻稿等）规划方案和文案策划或活动方案的撰写；
4、负责新媒体推广（微博微信）规划方案和文案或活动策划方案的撰写；
5、与网络推广人员协助，增加企业品牌宣传度。

任职条件：
1、 大专以上学历，拥有网络策划三年以上工作经验； 
2、 有家装类、电子商务类网站、纯互联网公司、4A广告公司策划经验者优先； 
3、 具备较强的自媒体创意文案撰写能力，能独立完成自媒体的日常创意文案工作； 
4、 对网络营销推广及媒体传播策略有自己的见解，并熟悉",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=88105485,88105485,3009210
股票咨询营销策划师（含会销）,6-8千/月,7000,四川中诚财富股权投资基金管理有限公司,民营公司,150-500人,成都市锦江区芷泉街时代8号2305室,1126,136,的士,3人 | 大专 | 工作经验不限,2017-04-14,"
						1.能够基于互联网金融产品(直播、QQ、微信、APP、广告渠道、视频门户)，找到目标用户，洞察市场机会；
2、懂策略，包装公司的金融老师团队，包装公司的咨询融资项目，参与制定产品品牌战略、营销策略；
3、懂品牌和行业：跟踪、洞察行业的最新趋势及竞争对手的资讯，把握市场动向。
4、懂文案及沟通：负责公司网站、官微电子刊物的撰写。
5、定期进行营销推广效果跟踪、评估；负责行业营销动态监测和分析，针对公司营销工作提出建议或方案；
6、完成领导安排的其他工作。

任职要求：
1.年龄30岁左右，有相关工作岗位和类似工作岗位经验3年以上。
2.有地产，金融行业营销策划经验",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81039256,81039256,3944296
策划经理,6-8千/月,7000,深圳前海图腾互联网金融服务有限公司,民营公司,1000-5000人,成都市锦江区东大街芷泉段6号时代1号12楼、21楼,1309,1349,公共交通,1人 | 本科 | 3-4年工作经验,2017-04-14,"
						一、岗位职责
1、负责公司品牌、营销策划等方案的创意与撰写；
2、负责公司相关活动的文字撰写与优化；
3、能够独立撰写各类稿件及大型活动公关项目文字传播内容撰写（新闻稿、综述稿、评论稿、专访稿...等）；
4、公司官网的文字策划、宣传文案撰写与执行；
5、策划、组织、实施线上推广活动，保证公司公众号订阅号的点击及阅读量；
6、新闻资料制作及各类型媒体监测、分析数据并反馈、总结等；
7、稿件思路清晰，能够实时完成交付稿件及写作。

二、任职要求
1、本科及以上学历，广告、新闻、金融科系相关专业，有新闻媒体或互金行业工作经验优先考虑；
2、相关工作经验两年以上，具独立提案能力及很强",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79959790,79959790,3286073
运营主管,6-8千/月,7000,深圳普惠快信金融服务有限公司,民营公司,5000-10000人,成都市武侯区人民南路4段3号来福士广场T1-22楼,5531,1914,公共交通,若干人 | 学历不限 | 工作经验不限,2017-04-13,"
						岗位职责：1、负责协助经理进行各部门沟通，确保部门事项顺利进行
          2、制定公司年度、季度、月度的销售分析报告，为公司领导层做决策提供销售数据依据
3、协助经理制定公司销售部绩效考核相关事宜，并协助各部门落地执行；
4、协助经理进行部门内部员工考核管理制度的制订、优化、培训，并进行定期优化更新；
5、部门日常会议的组织和安排，协助进行部门人员的日常管理；
6、上级领导安排的其他临时性工作。

任职要求：1、本科学历，市场营销、管理学等相关专业，文字功底强；
2、	2年以上运营工作经验，有金融行业/互联网行业经验优先；
3、	具有运营管理、人员管理、效率管理等能力",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87848515,87848515,3506133
新媒体内容运营,4-8千/月,6000,成都和胜餐饮酒店管理有限公司,民营公司,500-1000人,成都市,5212,2080,公共交通,2人 | 大专 | 1年工作经验,2017-04-14,"
						职位描述：

1.根据产品特点和用户需求定期编写和推送软文；

2.根据产品推广计划，制定线上及线下活动计划，并负责活动策划，实施，跟进，总结和优化；

3.负责新媒体平台的内容建设，包括内容和专题策划、选题、执行，跟踪推广效果，整理分析数据并反馈；

4.及时掌握行业资讯和新闻热点，不断研究运营手段与推广模式；

5.增加粉丝数量，提高粉丝活跃度。

任职要求：

1.有1年以上微信公众号、微博等自媒体内容策划和编辑经验；

2.具备优秀的文案编写能力，对互联网潮流趋非常敏感，善于创造出用户互动性强的内容；

3.对目标用户、内容创作流程、自媒体运营，有自己的体系化的思维；
",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87700091,87700091,2473283
营销策划经理,6-9千/月,7500,四川泰丰集团有限公司,民营公司,150-500人,四川省成都市人民中路二段29号泰丰国际广场21楼,4579,1656,公共交通,1人 | 本科 | 3-4年工作经验,2017-04-13,"
						岗位职责：
1、组织参与公司各项目的策划及管理；
2、负责每月部门费用的预算、结算和报批工作；
3、撰写全程策划报告、定位报告、规划建议、执行报告；全面负责项目营销策划工作，进行项目的相关营销、定位策划，市场策划方案、广告方案的撰写与编制，项目销售方案的制定与实施，项目可行性研究，完成项目投资预算、产品策划定位报告；
4、负责制定项目营销策划方案和销售计划，负责营销活动的策划、组织以及实施；
5、负责公司品牌形象策划以及品牌管理；
6、负责向政府申报项目各类补贴计划的相关手续；
7、负责对销售及策划进度进行动态掌控；
8、组织对目标市场进行调查分析，准确把握消费者的消费需求和消",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82447114,82447114,4027017
运营管理高级主任,6-8千/月,7000,富登小额贷款（四川）有限公司,外资（非欧美）,500-1000人,成都市锦江区红星路3段1号国际金融中心1号办公楼11楼3-6,1339,912,公共交通,1人 | 学历不限 | 工作经验不限,2017-04-14,"
						负责运营条线的政策、SOP及操作指引的管理与更新 

 配合新业务（新产品、新流程等）的顺利实施 

 组织及维系运营条线的信息发布以及知识或员工分享（例如：运筹刊物、每周一学等） 

 组织并执行运营培训（包括：月考、入职培训、专项培训等） 

 制定并进行专项质检，并出具质检报告 

 协调运营管理报表数据的搜集，并进行分析 

 监测营运业务系统的运作情况 

 对业务系统优化提出开发需求，并执行测试 


教育背景: 大学专科以上学历


经验及技能

 3年以上在金融行业的运营工作经验 

 拥有实际的政策、流程或项目执行实例 

 良好的沟通能力，具备分析、协调与执",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82973689,82973689,2235647
文案策划4500+,5-8千/月,6500,成都蜀都乳腺医院,民营公司,150-500人,成都市青羊区八宝街130号,5324,1928,公共交通,2人 | 学历不限 | 3-4年工作经验,2017-04-14,"
						岗位要求：
1、负责撰写医院策划的相关活动方案；
2、撰写医院对外和内部宣传资料文案；
3、杂志报纸文章的新闻性软文、广告语设计等；
4、与企划主任进行项目策划探讨，并进行撰文创意。

任职资格：
1、本科以上学历，营销、新闻、广告、中文等相关专业；
2、2年以上民营医院或大中型公司创意文案经验；
3、精通策划创意、文案撰写等，具备创意/策略协调相互发展的能力；
4、具备良好的团队合作意识及较强的思维能力和出色的文字表达能力。

一经录用待遇从优，优良的晋升空间+富有竞争力的薪酬						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85120407,85120407,2314707
房地产策划部部门经理（前期顾问）,0.8-1万/月,9000,北京金网络联行地产顾问有限公司成都分公司,民营公司,150-500人,锦江区东门大桥时代1号2001,1309,1349,公共交通,1人 | 学历不限 | 3-4年工作经验,2017-04-13,"
						岗位职责：
1.根据客户需求，独立带领团队完成项目调研访谈、解决思路、报告撰写、汇报及客户沟通工作；
2.负责配合上级，与拓展人员合作参与项目拓展工作；
3.负责项目或专业领域的技术支持、知识沉淀与分享，所在团队人员的管理和成长培养；
4.保证业绩目标完成，并负责项目的回款工作。

任职要求：
1.教育背景：本科以上学历，房地产类、金融经济类、建筑工程规划类专业；
2.工作经验：4年以上相关工作经验，至少3年以上房地产前期策划及管理经验，独立负责5个以上的前期顾问项目；
3.专业知识：精通各种市场分析方法、顾问项目的工作方法；熟悉房地产行业的政策法规、行业标准以及房地产开发程序",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86627774,86627774,3396766
文案策划,6-8千/月,7000,成都爱都时代文化传播有限公司,民营公司,150-500人,金牛万达广场SOHO C座22楼,6656,1762,公共交通,1人 | 本科 | 1年工作经验 | 英语 良好 | 普通话 熟练,2017-04-14,"
						1、负责陌陌平台“论坛”产品，论坛用户运营及维护 ，管理用户发帖内容 ，利用第三方帐号发布“八卦”文章，了解陌陌直播历史，在平台挖掘新闻爆料，写作风格易读有趣；；
2、围绕公司整体品牌策略，配合各业务模块，完成各类稿件（公关稿件、活动策划、广告文案等）的策划、撰写；
3、参与市场活动、市场推广的创意构思和文案美化；参与公司产品运营工作；
4、配合新媒体运营团队，参与微信、微博文案的策划、撰写、发布。

任职要求：
1、 本科及以上学历，新闻或广告传媒类相关专业；
2、 1年以上自媒体运作经验，熟悉陌陌平台，有相关经验优先。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86350676,86350676,3779868
品牌推广经理/企划经理,5-8千/月,6500,成都全时叁陆伍超市管理有限公司,民营公司,150-500人,成华区府青路2段2号凯龙财富大厦12层,5266,1789,公共交通,若干人 | 大专 | 1年工作经验,2017-04-13,"
						岗位职责：
1.全面负责公司产品的品牌规划、策划及推广
2.负责公司媒体关系的建立与维护，负责企业新产品、新业务、新项目等的传播工作，包括软文撰写、线上传播、信息收集与整理等
3.组织实施品牌推广及发展策略，建立有效分析、评估体系，保障品牌建设及推广效果
4.负责公司品牌发展方向，建立高效的品牌管理体系及形象，制作完善品牌管理制度及流程
5.参与公司内外部业务推广项目及公司重大公关活动策划、宣传工作，利用各种宣传渠道，整合资源
6.了解平面设计软件，懂得印刷前期制作和后期工艺流程
7.上级领导交办的其他工作

任职要求：
1.本科以上学历，市场营销、管理等相关专业
2.二年以上",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83130998,83130998,3770472
市场策划,6-8千/月,7000,成都树人企业管理服务有限公司,民营公司,500-1000人,成都市青羊区提督街88号四川建行大厦,2009,972,公共交通,2人 | 大专 | 3-4年工作经验,2017-04-14,"
						一、岗位职责描述
1、负责公司各项目活动策划、营销策划与执行。
2、负责公司内部刊物及对外宣传资料的策划与制作。
3、负责各类营销文案的策划和撰写，包括销售文案、活动策划文案、H5详情页文案、品牌宣传语，门店pup宣传板书等等，对文案的转化率等效果指标负责。
4、负责文案（包括宣传资料等)撰写、方案设计报告及实施报告。并参与执行。
5、负责并协调组强公司企业文化的建设、宣传工作。
 6、全程策划各类营销活动，撰写策划文案和活动计划，。
 7、持续收集各类优秀文案，整理分类，建立文案库。
 8、协助项目推广的工作任务、企业形象、品牌形象、商业化包装的策划大型市场活",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83012587,83012587,3913916
新媒体运营专员,6-8千/月,7000,上海易贷网金融信息服务有限公司,民营公司,150-500人,锦江区东华门正街42号四川广电国际大厦25楼,2390,1276,公共交通,1人 | 学历不限 | 工作经验不限,2017-04-13,"
						工作内容详述：    　    
1、负责品牌宣传稿的撰写及发布；    
2、负责公众号公告等稿件的撰写及发布；    
3、协助参与平台活动策划；    
4、协助其他同事及其他部门开展相关工作。
任职要求：    
1、本科及以上学历，优秀者可适度放宽；
2、有一年以上新媒体运营经验（有公众号运营经验尤佳），思维活跃，有一定的创新精神；
3、有相对独立成熟的价值观，有相对独特的观察视角，逻辑清晰；
4、有较强的文字功底；
5、语言表达能力出众；
?6、可适应加班。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87635982,87635982,4129125
互联网运营经理,6-8千/月,7000,红星美凯龙国际家居连锁（四川区域）,民营公司,500-1000人,常州,9292,2120,公共交通,2人 | 大专 | 工作经验不限,2017-04-14,"
						1.	负责区域内商场店铺的上线管理及日常和活动运营工作；
2.	负责管理及考核区域内商场所有店铺的上线开店、合同签署、费用缴纳；
3.	负责组织区域商场内商户线上店铺的系统操作，含店铺装修、商品录入与发布、促销的发起与订单的管理等；
4.	负责区域内商场日常线上促销活动等的策划、发起与组织；
5.	负责对区域内商场营业人员（导购员）的上线率、回复率的考核与管理
6.	及时并准确完成集团相关信息化管理系统（ERP系统：SAP、PS、OMS等）的维护；
7.完成上级领导交办的其他工作。
任职要求：
1.大专以上学历，市场营销或管理类相关专业优先考虑；
2.1年以上互联网行业运营管理",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87328471,87328471,2656972
策划经理,6-8千/月,7000,成都易居西部不动产投资顾问有限公司,民营公司,150-500人,成都市青羊区提督街99号恒大中心24楼,2271,1181,公共交通,3人 | 大专 | 工作经验不限,2017-04-14,"
						岗位职责：
1、负责项目开发前期策划工作，如项目定位分析，区域市场市调；
2、具有公关活动，组织能力，精通推广活动运作能力；
3、协调能力强，善于文字表达和语言沟通，具备美术和平面功底更佳；
4、负责对项目销售及策划的日常工作。
岗位要求：
1、大专及以上学历，男女不限，形象气质佳；
2、有2年以上策划工作经验；
3、抗压能力强，积极上进，对工作有激情；
4、沟通协调能力强。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85376820,85376820,2010455
急聘阿里运营主管高薪,0.5-1.2万/月,8500,四川牧天食品股份有限公司,上市公司,150-500人,自贡市,,,,1人 | 学历不限 | 工作经验不限,2017-04-13,"
						岗位职责：
1、负责1688.com网店运营与活动策划、新老款产品内容更新维护；
2、跟踪反馈网店运营结果、分析运营数据、为改进网店运营提供有效改进信息；
3、网上客户/分销商跟踪维护及新商家报价、合作事项洽谈；
4、制定客服话术，带领阿里客服组接洽好售前与售后工作；
5、有零食行业线上或线下资源推广经验；
任职要求：
1、大专以上学历，1-3年以上电商运营经验；
2、对电商平台有较深入的了解，熟悉阿里巴巴等平台的各个环节，对于电商用户体验有较好的理解；
3、具有一定的产品策划能力、产品促销专题策划。
4、善于沟通，工作认真细致，有良好的团队合作理念；抗压能力强；
5、有食品电",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84106828,84106828,4085893
营销策划师（恒大营销部）,,',恒大地产集团成都有限公司,上市公司,10000人以上,成都,3339,1518,公共交通,2人 | 本科 | 5-7年工作经验,2017-04-14,"
						27～40岁，营销等相关专业统招本科及以上学历， 5年以上相关岗位工作经验，曾全程参与过著名房地产企业营销策划工作。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85111831,85111831,4215538
文化部运营总监,6-8千/月,7000,四川云在天上科技有限公司,民营公司,150-500人,成都市武侯区人民南路四段48号首座C座22层,8384,2228,公共交通,1人 | 学历不限 | 10年以上工作经验,2017-04-14,"
						1、限*** ，要求艺术相关专业，工作经验10年以上；
2、对文化创作及文化市场运作有较强的运行能力；
3、普通话标准，对文化公司运营有独立的资源及文化信息；
4、能带领团队完成企业领导的整体战略布局实施工作。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85206774,85206774,3643609
品牌经理,0.8-1万/月,9000,成都市红红红内衣品牌管理有限公司,民营公司,150-500人,金牛区一环路北三段万达广场SOHO  D座9楼,6872,1935,公共交通,2人 | 学历不限 | 工作经验不限,2017-04-14,"
						岗位职责：
1、根据企业总体营销目标，负责品牌年度进出货目标、库存考核指标、拓展目标、利润目标的制定和分解并组织具体实施，确保目标达成；
2、负责品牌形象建设推广，销售过程中各项活动策划与实施；
3、负责本品牌客户店铺规划，组织客户分析会。
4、负责品牌市场拓展与维护，扩大品牌的市场占有率，打造良好的终端品牌形象；
5、负责每周组织不低于一次部门培训会议：
任职资格：
1、年龄25岁以上，高中以上文化程度；
2、具备良好的语言表达能力和沟通能力，性格外向乐观、形象气质佳，亲和力好；
3、熟悉服饰行业，3年以上相关工作实操经验；
4、有较强的计划及执行力，严于",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=71422132,71422132,3341508
销售运营总监,6-8千/月,7000,四川快捷叁壹捌汽车旅馆投资管理有限公司,民营公司,500-1000人,成都市金牛区石灰街71号西大金融商厦18楼A1,5992,2011,公共交通,1人 | 本科 | 5-7年工作经验 | 普通话 良好 | 英语 熟练,2017-04-14,"
						【任职条件】
（1）大专及以上，酒店营销工作5年以上，其中2年以上同等岗位工作经验。
（2）熟悉酒店产品、服务规范和质量标准，包括酒店前台、客房、餐饮等其他部门的操作流程。
（3）精通酒店市场营销6P策略。
（4）精通市场营销部各项业务工作，如收益及预订管理、MICE策划与统筹、销售拜访、营销活动策划、市场传讯等。
（5）具有较强的社会活动能力与客户维系能力，能对外建立广泛的业务网络，熟悉目标市场状况。
【工作职责】
（1）完成酒店经营指标。
（2）挖掘酒店卖点，掌握市场动向，制定宣传计划，确定目标市场，设计产品组合，选择销售渠道，制定价格政策，并检查落实。
（3）制定部门内部",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79920936,79920936,2818274
